Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned,Year
Selin Mustafa #1,F,SBD,Raw,22,20-23,19-23,Open,51.35,52,85,92.5,-97.5,NA,92.5,50,-55,-55,NA,50,105,115,-130,NA,115,257.5,4,316.63,324.14,287.46,65.73,Yes,Bulgaria,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Julia Rozmus,F,SBD,Raw,24,24-34,24-39,Open,44.9,47,-100,100,-105,NA,100,47.5,50,52.5,NA,52.5,115,-120,120,NA,120,272.5,1,369.57,378.48,338.75,79.16,Yes,Poland,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Nuša Balen,F,SBD,Raw,23,20-23,19-23,Open,68.7,69,102.5,110,-115,NA,110,70,75,77.5,NA,77.5,155,162.5,167.5,NA,167.5,355,8,362.82,357.81,315.54,73.73,Yes,Slovenia,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Manon Willemsen,F,SBD,Raw,22,20-23,19-23,Open,67.55,69,125,132.5,-137.5,NA,132.5,67.5,70,-72.5,NA,70,150,162.5,-170,NA,162.5,365,7,376.66,372.33,328.44,76.53,Yes,Netherlands,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Asude Dağlıoğlu,F,SBD,Raw,22,20-23,19-23,Open,68,69,155,165,172.5,NA,172.5,75,-80,80,NA,80,185,200,-205,NA,200,452.5,2,465.18,459.4,405.2,94.52,Yes,Turkey,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Ludivine Breymand,F,SBD,Raw,22,20-23,19-23,Open,62.35,63,122.5,-132.5,132.5,NA,132.5,70,-75,-75,NA,70,145,155,-162.5,NA,155,357.5,5,386.94,386.97,341.75,78.74,Yes,France,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Lara Vehar,F,SBD,Raw,22,20-23,19-23,Open,56.5,57,120,125,-130,NA,125,67.5,70,72.5,NA,72.5,130,135,-140,NA,135,332.5,4,383.15,388.5,343.59,78.51,Yes,Slovenia,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Julie Ribere,F,SBD,Raw,22,20-23,19-23,Open,55.7,57,130,-135,135,NA,135,-82.5,82.5,85,NA,85,130,137.5,142.5,NA,142.5,362.5,2,421.68,428.32,378.91,86.54,Yes,France,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Emirhan Tekcan,M,SBD,Raw,19,18-19,19-23,Open,92.1,93,-205,205,-215,NA,205,130,135,-137.5,NA,135,235,250,-255,NA,250,590,11,377.16,372.36,356.53,77.55,Yes,Turkey,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Thanh Da Pham,M,SBD,Raw,23,20-23,19-23,Open,65.55,66,185,190,-192.5,NA,190,115,-122.5,-122.5,NA,115,215,225,232.5,NA,232.5,537.5,5,423.29,424.43,412.56,84.09,Yes,France,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Pierig Servouze,M,SBD,Raw,21,20-23,19-23,Open,65.75,66,185,192.5,-197.5,NA,192.5,125,130,-132.5,NA,130,215,222.5,230,NA,230,552.5,3,434.12,435.18,422.94,86.3,Yes,France,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Alexandre Labesse,M,SBD,Raw,21,20-23,19-23,Open,59,59,-155,-155,155,NA,155,100,105,-107.5,NA,105,180,190,-200,NA,190,450,5,385.14,389.78,380.98,74.46,Yes,France,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Thibault Bacq,M,SBD,Raw,24,24-34,24-39,Open,102.9,105,240,252.5,260,NA,260,150,157.5,160,NA,160,260,275,285,NA,285,705,7,428.71,424.36,405.2,87.87,Yes,Belgium,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Quentin Dufour,M,SBD,Raw,24,24-34,24-39,Open,81.35,83,210,220,230,NA,230,122.5,127.5,-130,NA,127.5,235,250,262.5,NA,262.5,620,3,423.37,418.89,403.31,86.7,Yes,Belgium,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Lorenz Muylkens,M,SBD,Raw,25,24-34,24-39,Open,113.2,120,262.5,277.5,-282.5,NA,277.5,157.5,162.5,165,NA,165,272.5,287.5,-300,NA,287.5,730,1,427.81,426,407.54,87.08,Yes,Netherlands,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Li Hu,M,SBD,Raw,23,20-23,19-23,Open,104.05,105,240,260,-267.5,NA,260,-137.5,140,150,NA,150,260,275,-282.5,NA,275,685,8,414.65,410.65,392.11,84.93,Yes,Netherlands,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Konstantinos Barounis,M,SBD,Raw,25,24-34,24-39,Open,93,93,240,-252.5,255,NA,255,140,147.5,-150,NA,147.5,275,295,-300,NA,295,697.5,5,443.79,438.16,419.37,91.25,Yes,Greece,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Guillaume Gaignet,M,SBD,Raw,22,20-23,19-23,Open,73.3,74,-210,-210,210,NA,210,130,137.5,140,NA,140,285,-300,307.5,NA,307.5,657.5,1,478.76,476.17,460.55,97.01,Yes,France,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Thomas Le #1,M,SBD,Raw,25,24-34,24-39,Open,59,59,167.5,172.5,-175,NA,172.5,-97.5,97.5,100,NA,100,180,192.5,-197.5,NA,192.5,465,2,397.98,402.77,393.68,76.95,Yes,France,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Bo Arends,F,SBD,Raw,23,20-23,19-23,Open,69.6,76,140,147.5,-150,NA,147.5,72.5,77.5,-80,NA,77.5,170,182.5,190,NA,190,415,2,421.02,414.5,365.42,85.57,Yes,Netherlands,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Whitney Nedd,F,SBD,Raw,23,20-23,19-23,Open,62.25,63,115,120,125,NA,125,62.5,65,-67.5,NA,65,152.5,162.5,-165,NA,162.5,352.5,6,381.91,382.03,337.39,77.72,Yes,Netherlands,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Mathilde Pataille,F,SBD,Raw,23,20-23,19-23,Open,62.2,63,147.5,150,NA,NA,150,80,-85,-85,NA,80,165,170,-175,NA,170,400,1,433.58,433.77,383.09,88.24,Yes,France,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Mateusz Bagiński,M,SBD,Raw,25,24-34,24-39,Open,104.95,105,230,245,-260,NA,245,140,145,150,NA,150,305,325.5,-328,NA,325.5,720.5,4,434.61,430.61,411.19,88.98,Yes,Poland,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Nejc Rebolj,M,SBD,Raw,23,20-23,19-23,Open,96.95,105,237.5,247.5,255,NA,255,120,125,130,NA,130,252.5,267.5,-275,NA,267.5,652.5,9,407.17,402.25,384.45,83.66,Yes,Slovenia,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Mehdi Baali,M,SBD,Raw,23,20-23,19-23,Open,73.9,74,220,227.5,-232.5,NA,227.5,162.5,-167.5,-167.5,NA,162.5,-232.5,-232.5,232.5,NA,232.5,622.5,3,450.87,448.2,433.35,91.45,Yes,France,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Ramunė Vainauskytė,F,SBD,Raw,22,20-23,19-23,Open,67.6,69,175,-185,185,NA,185,90,100,107.5,NA,107.5,190,202.5,-212.5,NA,202.5,495,1,510.6,504.67,445.18,103.75,Yes,Lithuania,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Edgars Jurkans,M,SBD,Raw,24,24-34,24-39,Open,72.45,74,175,185,-192.5,NA,185,127.5,132.5,135,NA,135,207.5,217.5,-230,NA,217.5,537.5,7,394.42,392.57,379.88,79.78,Yes,Latvia,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Coline Giraud,F,SBD,Raw,19,18-19,19-23,Open,51.75,52,-110,-110,-110,NA,NA,60,-62.5,62.5,NA,62.5,127.5,135,137.5,NA,137.5,NA,DQ,NA,NA,NA,NA,Yes,France,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Isla Mitchinson,F,SBD,Raw,22,20-23,19-23,Open,46.6,47,90,95,97.5,NA,97.5,40,42.5,45,NA,45,95,100,102.5,NA,102.5,245,3,323.13,331.53,295.74,68.5,Yes,Scotland,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Charlie Kidd,M,SBD,Raw,21,20-23,19-23,Open,101.8,105,265,275,285,NA,285,147.5,155,162.5,NA,162.5,277.5,290,302.5,NA,302.5,750,2,458.13,453.27,432.83,93.95,Yes,England,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Brandon Teh,M,SBD,Raw,18,18-19,14-18,Open,68.6,74,205,217.5,222.5,NA,222.5,127.5,132.5,135,NA,135,235,250,-265,NA,250,607.5,5,462.84,462.43,448.55,92.79,Yes,England,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Bailey James,M,SBD,Raw,21,20-23,19-23,Open,58.75,59,147.5,157.5,165,NA,165,95,100,102.5,NA,102.5,185,192.5,-197.5,NA,192.5,460,3,395.1,400.02,391.09,76.29,Yes,UK,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Faiad Sharif,M,SBD,Raw,20,20-23,19-23,Open,58.7,59,160,-167.5,-167.5,NA,160,90,95,100,NA,100,187.5,195,205,NA,205,465,1,399.68,404.69,395.67,77.16,Yes,UK,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Milly Stoneley,F,SBD,Raw,25,24-34,24-39,Open,99.25,84+,150,157.5,165,NA,165,87.5,92.5,-97.5,NA,92.5,157.5,167.5,172.5,NA,172.5,430,3,368.02,358.81,308.54,76.85,Yes,England,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Teagan Pooler,F,SBD,Raw,22,20-23,19-23,Open,83.4,84,112.5,120,122.5,NA,122.5,72.5,77.5,80,NA,80,140,147.5,152.5,NA,152.5,355,3,327.77,317.71,277.9,67.23,Yes,England,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Lauren Domfe,F,SBD,Raw,19,18-19,19-23,Open,78.95,84,137.5,145,-152.5,NA,145,50,57.5,62.5,NA,62.5,150,162.5,170,NA,170,377.5,2,358.06,348,305.41,73.15,Yes,UK,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Millie Mabbutt,F,SBD,Raw,21,20-23,19-23,Open,74.75,76,142.5,152.5,157.5,NA,157.5,77.5,82.5,87.5,NA,87.5,160,167.5,170,NA,170,415,3,404.92,395.34,347.81,82.47,Yes,England,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Bridget Parris,F,SBD,Raw,20,20-23,19-23,Open,50.3,52,110,115,117.5,NA,117.5,50,52.5,55,NA,55,125,132.5,135,NA,135,307.5,2,383.67,393.24,349.07,79.95,Yes,England,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Naomi Cheong,F,SBD,Raw,23,20-23,19-23,Open,46.8,47,65,70,75,NA,75,32.5,35,37.5,NA,37.5,110,115,117.5,NA,117.5,230,4,302.38,310.28,276.68,64.03,Yes,UK,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Sharon Sandford,F,SBD,Raw,23,20-23,24-39,Open,65.85,69,135,145,-150,NA,145,77.5,-82.5,-82.5,NA,77.5,160,167.5,177.5,NA,177.5,400,5,418.96,415.64,366.8,85.14,Yes,England,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Hannah Clayton,F,SBD,Raw,22,20-23,19-23,Open,56.4,57,120,125,127.5,NA,127.5,75,-80,-80,NA,75,140,147.5,152.5,NA,152.5,355,3,409.56,415.37,367.36,83.94,Yes,England,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Hannah Matson,F,SBD,Raw,22,20-23,19-23,Open,56.4,57,122.5,127.5,-132.5,NA,127.5,72.5,-77.5,-77.5,NA,72.5,157.5,162.5,165,NA,165,365,1,421.09,427.07,377.71,86.3,Yes,England,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Alasdair Wilson,M,SBD,Raw,21,20-23,19-23,Open,104.9,105,262.5,277.5,-287.5,NA,277.5,140,147.5,150,NA,150,275,290,295,NA,295,722.5,3,435.9,431.88,412.4,89.24,Yes,Scotland,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Jack Hopkins,M,SBD,Raw,19,18-19,19-23,Open,90.75,93,252.5,265,275,NA,275,172.5,180,185,NA,185,292.5,-310,-310,NA,292.5,752.5,1,484.55,478.39,458.32,99.63,Yes,England,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Beatrice Fishwick,F,SBD,Raw,22,20-23,19-23,Open,62.2,63,127.5,137.5,-142.5,NA,137.5,80,85,-87.5,NA,85,145,155,162.5,NA,162.5,385,3,417.32,417.51,368.72,84.93,Yes,England,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Sophie Smith #1,F,SBD,Raw,23,20-23,19-23,Open,68.55,69,127.5,135,137.5,NA,137.5,87.5,92.5,95,NA,95,170,-185,-185,NA,170,402.5,4,411.88,406.31,358.32,83.69,Yes,England,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Cyrus Khine,M,SBD,Raw,23,20-23,19-23,Open,90.25,93,255,272.5,280,NA,280,140,147.5,152.5,NA,152.5,270,287.5,295,NA,295,727.5,2,469.75,463.78,444.43,96.58,Yes,England,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Jerry George,M,SBD,Raw,22,20-23,19-23,Open,65.5,66,185,195,-200,NA,195,130,132.5,135,NA,135,220,230,-235,NA,230,560,2,441.27,442.48,430.12,87.65,Yes,England,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Melissa Bird,F,SBD,Raw,24,24-34,24-39,Open,104.05,84+,155,165,172.5,NA,172.5,82.5,87.5,90,NA,90,162.5,172.5,177.5,NA,177.5,440,2,369.87,362.39,309.71,77.67,Yes,UK,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Molly Clark,F,SBD,Raw,22,20-23,19-23,Open,50.9,52,110,115,120,NA,120,80,85,87.5,NA,87.5,120,127.5,135,NA,135,342.5,1,423.77,434.05,385.09,88.11,Yes,Scotland,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Joey Awala,M,SBD,Raw,20,20-23,19-23,Open,82.3,83,235,247.5,252.5,NA,252.5,157.5,162.5,165,NA,165,285,300,315,NA,315,732.5,1,496.87,491.42,472.9,101.83,Yes,England,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Hamza Bham,M,SBD,Raw,25,24-34,24-39,Open,82.85,83,232.5,247.5,257.5,NA,257.5,165,170,172.5,NA,172.5,267.5,287.5,302.5,NA,302.5,732.5,2,495.01,489.47,470.87,101.49,Yes,England,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Mao Kaneko,M,SBD,Raw,21,20-23,19-23,Open,92.1,93,230,240,250,NA,250,150,160,162.5,NA,162.5,-290,290,300,NA,300,712.5,4,455.47,449.68,430.55,93.65,Yes,Japan,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Anagha P V,F,SBD,Raw,23,20-23,19-23,Open,62.95,63,120,130,-137.5,NA,130,55,60,-65,NA,60,125,130,135,NA,135,325,7,349.71,349.25,308.39,71.14,Yes,India,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Mini Mathi M,F,SBD,Raw,18,18-19,14-18,Open,42,47,80,-85,85,NA,85,45,-50,50,NA,50,110,112.5,-115,NA,112.5,247.5,2,353.45,359.11,323.99,77.43,Yes,India,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Shoya Kaneko,M,SBD,Raw,22,20-23,19-23,Open,92.45,93,230,240,247.5,NA,247.5,140,150,-155,NA,150,235,-252.5,262.5,NA,262.5,660,8,421.13,415.78,398.04,86.59,Yes,Japan,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Elyas Kolabi,M,SBD,Raw,22,20-23,19-23,Open,58.1,59,140,147.5,-155,NA,147.5,70,80,-85,NA,80,180,190,-195,NA,190,417.5,6,361.98,366.87,358.91,69.66,Yes,Iran,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Amir Noorhosseini,M,SBD,Raw,23,20-23,19-23,Open,73.2,74,230,240,242.5,NA,242.5,135,142.5,150,NA,150,255,262.5,-267.5,NA,262.5,655,2,477.37,474.83,459.27,96.7,Yes,Iran,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Nandana R,F,SBD,Raw,21,20-23,19-23,Open,75.75,76,152.5,-160,-162.5,NA,152.5,75,80,85,NA,85,147.5,157.5,-162.5,NA,157.5,395,4,382.71,373.19,328.15,78,Yes,India,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Jwala Jose L,F,SBD,Raw,22,20-23,19-23,Open,55.5,57,115,-125,125,NA,125,60,-67.5,-67.5,NA,60,130,-137.5,-137.5,NA,130,315,5,367.3,373.25,330.21,75.41,Yes,India,NA,IPF,IPF,2022-10-31,Turkey,NA,Istanbul,World University Powerlifting Cup,Yes,2022
Vincentas Gintalas,M,SBD,Raw,19.5,20-23,19-23,Open,104.14,105,210,-220,-220,NA,210,140,145,152.5,NA,152.5,220,230,-247.5,NA,230,592.5,5,358.53,355.09,339.06,73.43,Yes,Lithuania,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Dranginis Zidrunas,M,SBD,Raw,23.5,24-34,24-39,Open,90.25,93,230,240,-247.5,NA,240,140,147.5,152.5,NA,152.5,260,-270,-275,NA,260,652.5,4,421.32,415.97,398.61,86.63,Yes,NA,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Karol Dyrek,M,SBD,Raw,23.5,24-34,24-39,Open,82.5,83,200,212.5,-215,NA,212.5,110,-115,-115,NA,110,235,245,-250,NA,245,567.5,4,384.42,380.17,365.8,78.8,Yes,NA,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Bence Tóth,M,SBD,Raw,24.5,24-34,24-39,Open,114.5,120,230,245,260,NA,260,165,172.5,175,NA,175,300,315,-332.5,NA,315,750,1,437.74,436.3,417.57,89.01,Yes,NA,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Piotr Wieczorek,M,SBD,Raw,20,20-23,19-23,Open,63.85,66,120,130,140,NA,140,75,82.5,90,NA,90,125,135,145,NA,145,375,2,301.26,302.73,294.64,59.49,Yes,Poland,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Intars Baumanis,M,SBD,Raw,23,20-23,19-23,Open,82.4,83,240,255,-265,NA,255,150,160,170,NA,170,260,275,-290,NA,275,700,1,474.5,469.28,451.56,97.25,Yes,Latvia,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Margaux Peyrol,F,SBD,Raw,25,24-34,24-39,Open,62.55,63,-122.5,122.5,-130,NA,122.5,70,-72.5,72.5,NA,72.5,135,145,-155,NA,145,340,6,367.28,367.14,324.22,74.73,Yes,NA,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Nino van Rikxoort,M,SBD,Raw,20.5,20-23,19-23,Open,102.9,105,225,237.5,247.5,NA,247.5,152.5,162.5,167.5,NA,167.5,-270,270,-300,NA,270,685,2,416.55,412.32,393.7,85.38,Yes,Netherlands,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Jovan Todorović,M,SBD,Raw,24.5,24-34,24-39,Open,92.25,93,220,-227.5,-227.5,NA,220,142.5,147.5,-150,NA,147.5,237.5,-245,-245,NA,237.5,605,5,386.44,381.53,365.28,79.46,Yes,Serbia,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Maciej Zastawny,M,SBD,Raw,21,20-23,19-23,Open,81.8,83,200,212.5,-220,NA,212.5,125,-130,-130,NA,125,210,225,-230,NA,225,562.5,5,382.89,378.76,364.59,78.44,Yes,Poland,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Célia Roux,F,SBD,Raw,22,20-23,19-23,Open,56.1,57,112.5,117.5,-120,NA,117.5,65,70,-72.5,NA,70,140,147.5,-155,NA,147.5,335,4,387.85,393.61,348.15,79.53,Yes,France,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Krzysztof Stangret,M,SBD,Raw,23,20-23,19-23,Open,114.6,120,120,NA,NA,NA,120,155,162.5,165,NA,165,125,NA,NA,NA,125,410,6,239.22,238.45,228.22,48.64,Yes,Poland,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Mateusz Szymański,M,SBD,Raw,22.5,20-23,19-23,Open,93.55,105,235,250,-255,NA,250,130,140,-142.5,NA,140,245,260,265,NA,265,655,3,415.57,410.32,392.63,85.44,Yes,Poland,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Jan Duma,M,SBD,Raw,23.5,24-34,24-39,Open,92.2,93,230,242.5,250,NA,250,135,142.5,-147.5,NA,142.5,255,270,-277.5,NA,270,662.5,3,423.28,417.9,400.11,87.04,Yes,Poland,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Luc Koekelkoren,M,SBD,Raw,22.5,20-23,19-23,Open,73.15,74,195,-205,205,NA,205,122.5,130,-135,NA,130,245,252.5,-260,NA,252.5,587.5,3,428.37,426.1,412.16,86.77,Yes,Netherlands,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Rafał Łazicki,M,SBD,Raw,21.5,20-23,19-23,Open,73.7,74,205,-207.5,212.5,NA,212.5,135,-140,-140,NA,135,235,245,-252.5,NA,245,592.5,2,429.9,427.43,413.31,87.17,Yes,Poland,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Lorenz Muylkens,M,SBD,Raw,23.5,24-34,24-39,Open,113.45,120,262.5,272.5,277.5,NA,277.5,152.5,160,165,NA,165,270,285,-295,NA,285,727.5,3,426,424.28,405.93,86.7,Yes,Netherlands,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Thomas Le #1,M,SBD,Raw,23.5,24-34,24-39,Open,58.6,59,160,167.5,-172.5,NA,167.5,90,95,97.5,NA,97.5,170,180,-182.5,NA,180,445,3,383.04,387.9,379.3,73.9,Yes,France,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Bo Arends,F,SBD,Raw,21.5,20-23,19-23,Open,68.05,69,130,135,137.5,NA,137.5,70,-72.5,-72.5,NA,70,160,165,-172.5,NA,165,372.5,2,382.78,377.98,333.39,77.78,Yes,Netherlands,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Dominika Piskorz,F,SBD,Raw,23.5,24-34,24-39,Open,61.15,63,120,-125,-125,NA,120,65,-70,-70,NA,65,160,170,-175,NA,170,355,5,388.88,390.03,344.53,79.21,Yes,NA,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Mathilde Pataille,F,SBD,Raw,21.5,20-23,19-23,Open,61.45,63,130,135,140,NA,140,72.5,-75,75,NA,75,-150,-150,150,NA,150,365,4,398.62,399.51,352.88,81.17,Yes,France,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Alison Huet,F,SBD,Raw,24.5,24-34,24-39,Open,51.35,52,112.5,117.5,-120,NA,117.5,80,-82.5,-82.5,NA,80,115,-120,NA,NA,115,312.5,1,384.26,393.37,348.86,79.77,Yes,France,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Mariya Khristenko,F,SBD,Raw,23.5,24-34,24-39,Open,76.1,84,105,115,120,NA,120,-87.5,87.5,-92.5,NA,87.5,85,92.5,102.5,NA,102.5,310,1,299.63,292.06,256.76,61.08,Yes,Russia,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Yuliya Khodneva,F,SBD,Raw,23.5,24-34,24-39,Open,56.85,57,125,132.5,-135,NA,132.5,77.5,82.5,NA,NA,82.5,135,145,152.5,NA,152.5,367.5,1,421.77,427.33,377.88,86.37,Yes,Russia,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
