Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned,Year
Ádám Veres,M,SBD,Raw,22.5,20-23,19-23,Open,65.6,66,202.5,-210,-210,NA,202.5,135,140,145,NA,145,210,225,-240,NA,225,572.5,2,450.6,451.78,439.13,89.53,Yes,Hungary,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Tuomas Puhakka,M,SBD,Raw,23.5,24-34,24-39,Open,104.7,105,210,230,237.5,NA,237.5,155,160,-162.5,NA,160,247.5,265,267.5,NA,267.5,665,6,401.52,397.77,379.83,82.21,Yes,Finland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Viktoryia Bardouskaya,F,SBD,Raw,23.5,24-34,24-39,Open,68.36,72,155,162.5,167.5,NA,167.5,90,-95,95,NA,95,175,185,-192.5,NA,185,447.5,2,458.65,452.63,399.19,93.2,Yes,Belarus,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Daria Ławniczak,F,SBD,Raw,24,24-34,24-39,Open,80.81,84,-125,125,135,NA,135,92.5,97.5,-100,NA,97.5,150,160,-167.5,NA,160,392.5,4,367.99,357.15,313.04,75.3,Yes,Poland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Daniel Ordean,M,SBD,Raw,24,24-34,24-39,Open,142.76,120+,230,245,252.5,NA,252.5,157.5,165,-172.5,NA,165,230,245,-252.5,NA,245,662.5,2,361.09,369.15,350.35,71.66,Yes,Romania,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Victoria Pollastri,F,SBD,Raw,25,24-34,24-39,Open,56.92,57,120,-127.5,-130,NA,120,70,75,-77.5,NA,75,140,145,-152.5,NA,145,340,8,389.89,394.97,349.25,79.84,Yes,France,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Matic Hren,M,SBD,Raw,24.5,24-34,24-39,Open,116.04,120,242.5,-255,255,NA,255,167.5,175,180,NA,180,267.5,287.5,295,NA,295,730,2,424.06,423.16,405.19,86.12,Yes,Slovenia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Nicolas Ame,M,SBD,Raw,20.5,20-23,19-23,Open,65.75,66,170,182.5,-185,NA,182.5,110,117.5,125,NA,125,180,187.5,-192.5,NA,187.5,495,8,388.94,389.89,378.93,77.32,Yes,France,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Daniel Ilczyszyn,M,SBD,Raw,24.5,24-34,24-39,Open,82.99,83,245,260,-265,NA,260,162.5,170,-175,NA,170,260,272.5,-277.5,NA,272.5,702.5,3,474.28,468.95,451.1,97.25,Yes,Poland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Sergey Chizhikov,M,SBD,Raw,21.5,20-23,19-23,Open,65.49,66,215,225,227.5,NA,227.5,-122.5,-127.5,127.5,NA,127.5,210,220,230,NA,230,585,1,461.02,462.29,449.38,91.57,Yes,Russia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Dávid Kulcsár,M,SBD,Raw,22.5,20-23,19-23,Open,99.21,105,260,280,-292.5,NA,280,195,205,-210,NA,205,300,315,325,NA,325,810,1,500.29,494.54,472.4,102.71,Yes,Hungary,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Jokūbas Stasiulis,M,SBD,Raw,23.5,24-34,24-39,Open,117.94,120,280,290,300,NA,300,195,205,210,NA,210,290,305,-320,NA,305,815,1,470.8,470.5,450.74,95.46,Yes,Lithuania,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Egor Rezepov,M,SBD,Raw,23.5,24-34,24-39,Open,153.09,120+,275,290,300,NA,300,165,175,185,NA,185,310,320,330,NA,330,815,1,435.89,449.64,424.23,85.84,Yes,Russia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Ianthe van Belzen,F,SBD,Raw,24.5,24-34,24-39,Open,42.7,47,95,100,-102.5,NA,100,60,62.5,65,NA,65,110,115,120,NA,120,285,3,401.76,409.24,368.39,87.48,Yes,Netherlands,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Michal Martin,M,SBD,Raw,24,24-34,24-39,Open,104.08,105,215,227.5,232.5,NA,232.5,132.5,140,-145,NA,140,240,255,-265,NA,255,627.5,10,379.8,376.14,359.16,77.79,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Robert Salvesen,M,SBD,Raw,20.5,20-23,19-23,Open,80.3,83,185,197.5,207.5,NA,207.5,117.5,125,-130,NA,125,220,235,245,NA,245,577.5,9,397.34,393.33,378.92,81.29,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Kristo Erte,M,SBD,Raw,20.5,20-23,19-23,Open,78.66,83,170,180,190,NA,190,140,147.5,-150,NA,147.5,200,-212.5,-212.5,NA,200,537.5,15,374.38,370.93,357.67,76.46,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Siim Salin,M,SBD,Raw,23.5,24-34,24-39,Open,103.5,105,255,265,275,NA,275,165,172.5,175,NA,175,-290,310,-325,NA,310,NA,DD,NA,NA,NA,NA,Yes,Estonia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Helena Veelmaa,F,SBD,Raw,23.5,24-34,24-39,Open,71.04,72,150,160,165,NA,165,85,90,92.5,NA,92.5,155,170,-177.5,NA,170,427.5,3,428.77,421.03,371,87.18,Yes,Estonia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Liisa Peri,F,SBD,Raw,23.5,24-34,24-39,Open,51.1,52,-90,-90,90,NA,90,45,50,57.5,NA,57.5,105,115,117.5,NA,117.5,265,7,326.97,334.83,297.01,67.94,Yes,Estonia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Kert Pääbo,M,SBD,Raw,22.5,20-23,19-23,Open,89.11,93,225,235,-240,NA,235,130,137.5,-142.5,NA,137.5,240,257.5,-267.5,NA,257.5,630,13,409.42,404.25,387.6,84.17,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Agris Reppo,M,SBD,Raw,22.5,20-23,19-23,Open,92.13,93,-200,200,-215,NA,200,145,-155,-155,NA,145,250,-270,NA,NA,250,595,22,380.3,375.46,359.49,78.2,Yes,Estonia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Katri Karindi,F,SBD,Raw,22.5,20-23,19-23,Open,62.39,63,100,110,115,NA,115,47.5,-52.5,-52.5,NA,47.5,120,130,137.5,NA,137.5,300,11,324.58,324.58,286.64,66.05,Yes,Estonia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Anna Pilská,F,SBD,Raw,19.5,20-23,19-23,Open,56.94,57,105,-110,-110,NA,105,62.5,-65,-65,NA,62.5,105,110,-112.5,NA,110,277.5,20,318.15,322.28,284.97,65.14,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Miroslav Krýcha,M,SBD,Raw,21.5,20-23,19-23,Open,90.93,93,175,182.5,-185,NA,182.5,95,100,-105,NA,100,170,180,190,NA,190,472.5,27,303.95,300.09,287.48,62.5,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Aleš Garčic,M,SBD,Raw,22.5,20-23,19-23,Open,93.18,105,162.5,-172.5,172.5,NA,172.5,90,95,-100,NA,95,210,-220,-220,NA,210,477.5,19,303.53,299.69,286.81,62.41,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Michaela Kubáňová,F,SBD,Raw,22.5,20-23,19-23,Open,61.81,63,105,-110,-112.5,NA,105,55,57.5,-60,NA,57.5,110,115,-127.5,NA,115,277.5,13,301.97,302.38,267.07,61.47,Yes,Czechia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Klára Zmeškalová,F,SBD,Raw,21.5,20-23,19-23,Open,69.83,72,147.5,155,160,NA,160,72.5,75,77.5,NA,77.5,170,182.5,-190,NA,182.5,420,5,425.31,418.54,368.96,86.44,Yes,Czechia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Michaela Filová,F,SBD,Raw,19.5,20-23,19-23,Open,56.27,57,107.5,112.5,-115,NA,112.5,55,60,-62.5,NA,60,110,115,120,NA,120,292.5,14,337.97,342.86,303.25,69.28,Yes,Czechia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Jiří Váchal,M,SBD,Raw,24.5,24-34,24-39,Open,91.86,93,235,247.5,-252.5,NA,247.5,142.5,150,152.5,NA,152.5,270,290,-295,NA,290,690,5,441.65,436.03,417.53,90.81,Yes,Czechia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Martin Ürban,M,SBD,Raw,23.5,24-34,24-39,Open,92.01,93,-235,240,-250,NA,240,145,152.5,-155,NA,152.5,257.5,-267.5,-267.5,NA,257.5,650,9,415.71,410.43,392.99,85.48,Yes,Czechia,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Ryan Ho,M,SBD,Raw,24.5,24-34,24-39,Open,90.46,93,187.5,200,207.5,NA,207.5,105,112.5,-120,NA,112.5,212.5,227.5,-232.5,NA,227.5,547.5,26,353.11,348.62,334.04,72.6,Yes,Canada,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Joseph Crilly,M,SBD,Raw,24,24-34,24-39,Open,93.15,105,190,200,210,NA,210,120,125,130,NA,130,-250,260,272.5,NA,272.5,612.5,15,389.4,384.47,367.96,80.07,Yes,Scotland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Rebecca Stace,F,SBD,Raw,25,24-34,24-39,Open,68.12,72,135,142.5,147.5,NA,147.5,72.5,77.5,80,NA,80,162.5,172.5,-182.5,NA,172.5,400,8,410.79,405.59,357.73,83.47,Yes,Scotland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Hamish Ballantyne,M,SBD,Raw,21,20-23,19-23,Open,63.3,66,165,175,180,NA,180,120,125,127.5,NA,127.5,195,205,215,NA,215,522.5,7,422.57,424.95,413.78,83.27,Yes,Scotland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Aimee Jarvie,F,SBD,Raw,19.5,20-23,19-23,Open,55.72,57,110,115,-120,NA,115,52.5,-55,55,NA,55,130,137.5,140,NA,140,310,12,360.52,366.18,323.94,73.99,Yes,Scotland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Drummond McCulloch,M,SBD,Raw,23,20-23,19-23,Open,92.91,93,215,225,-232.5,NA,225,152.5,160,165,NA,165,225,240,250,NA,250,640,11,407.39,402.23,384.99,83.77,Yes,Scotland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Rachel Mawer,F,SBD,Raw,21,20-23,19-23,Open,56.75,57,120,-125,125,NA,125,70,75,-80,NA,75,145,-152.5,152.5,NA,152.5,352.5,5,405.02,410.45,362.96,82.96,Yes,Scotland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Jane Ambler,F,SBD,Raw,18.5,18-19,19-23,Open,72.76,84,77.5,85,90,NA,90,57.5,62.5,-67.5,NA,62.5,100,107.5,-115,NA,107.5,260,13,257.38,252.02,221.92,52.37,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Amy McCarthy,F,SBD,Raw,23.5,24-34,24-39,Open,81.39,84,110,117.5,125,NA,125,62.5,67.5,72.5,NA,72.5,120,130,140,NA,140,337.5,12,315.32,305.92,268.02,64.55,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Camille Willhite,F,SBD,Raw,19.5,20-23,19-23,Open,70.96,72,102.5,107.5,112.5,NA,112.5,52.5,57.5,-60,NA,57.5,105,112.5,117.5,NA,117.5,287.5,23,288.54,283.37,249.7,58.66,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Augusta Clayton,F,SBD,Raw,19.5,20-23,19-23,Open,62.81,63,97.5,105,-112.5,NA,105,50,55,-57.5,NA,55,97.5,105,110,NA,110,270,15,290.92,290.63,256.64,59.19,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Emma Richardson,F,SBD,Raw,20.5,20-23,19-23,Open,66.25,72,105,112.5,115,NA,115,52.5,-57.5,-57.5,NA,52.5,135,-142.5,142.5,NA,142.5,310,22,323.54,320.7,282.99,65.74,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Beatrice Fishwick,F,SBD,Raw,18.5,18-19,19-23,Open,63.76,72,115,125,132.5,NA,132.5,75,80,82.5,NA,82.5,127.5,142.5,155,NA,155,370,11,395.06,393.79,347.67,80.33,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Safiya Chiappa-Forrester,F,SBD,Raw,20.5,20-23,19-23,Open,69.22,72,-142.5,142.5,147.5,NA,147.5,70,75,77.5,NA,77.5,140,150,155,NA,155,380,9,386.71,380.99,335.92,78.59,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Nicole Ola,F,SBD,Raw,19.5,20-23,19-23,Open,66.99,72,127.5,-135,135,NA,135,75,80,-85,NA,80,142.5,147.5,152.5,NA,152.5,367.5,12,381.07,377.13,332.73,77.43,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Jessica Rigley,F,SBD,Raw,22.5,20-23,19-23,Open,64.09,72,72.5,80,85,NA,85,52.5,55,57.5,NA,57.5,102.5,110,117.5,NA,117.5,260,25,276.75,275.65,243.35,56.27,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Abigail England,F,SBD,Raw,20.5,20-23,19-23,Open,57.46,63,87.5,95,100,NA,100,50,55,60,NA,60,100,107.5,112.5,NA,112.5,272.5,14,310.57,314.22,277.81,63.54,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Amy Whittaker,F,SBD,Raw,21.5,20-23,19-23,Open,57.97,63,90,97.5,-102.5,NA,97.5,45,50,55,NA,55,95,105,-107.5,NA,105,257.5,17,291.8,294.88,260.67,59.65,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Sophie Smith #1,F,SBD,Raw,19.5,20-23,19-23,Open,61.73,63,105,112.5,-120,NA,112.5,70,75,-77.5,NA,75,142.5,152.5,157.5,NA,157.5,345,7,375.72,376.3,332.37,76.49,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Emily Fellingham,F,SBD,Raw,19.5,20-23,19-23,Open,55.94,57,82.5,87.5,-92.5,NA,87.5,45,50,52.5,NA,52.5,87.5,95,100,NA,100,240,25,278.39,282.62,250,57.11,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Samin Moghimiasl,F,SBD,Raw,21.5,20-23,19-23,Open,56.07,57,95,102.5,-105,NA,102.5,40,45,47.5,NA,47.5,100,110,117.5,NA,117.5,267.5,23,309.81,314.43,278.12,63.53,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Saffron Blacker,F,SBD,Raw,19.5,20-23,19-23,Open,55.15,57,80,85,-90,NA,85,57.5,62.5,65,NA,65,115,122.5,125,NA,125,275,21,322.02,327.47,289.76,66.16,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Olivia Shiels,F,SBD,Raw,20.5,20-23,19-23,Open,50.73,52,35,40,-45,NA,40,27.5,30,-32.5,NA,30,55,60,67.5,NA,67.5,137.5,12,170.53,174.7,155.02,35.48,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Francesca Broad,F,SBD,Raw,20.5,20-23,19-23,Open,49.18,52,62.5,67.5,70,NA,70,42.5,-47.5,-47.5,NA,42.5,85,92.5,NA,NA,92.5,205,10,259.93,266.65,236.99,54.41,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Jessica May #1,F,SBD,Raw,21.5,20-23,19-23,Open,51.57,52,90,95,100,NA,100,47.5,-50,50,NA,50,97.5,100,-102.5,NA,100,250,8,306.49,313.66,278.12,63.58,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Tamsin Gamble,F,SBD,Raw,22,20-23,19-23,Open,45.76,47,72.5,77.5,82.5,NA,82.5,37.5,42.5,45,NA,45,87.5,95,100,NA,100,227.5,6,304.15,311.84,278.61,64.79,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Gigi Nicolson,F,SBD,Raw,19.5,20-23,19-23,Open,46.38,47,65,70,75,NA,75,40,45,47.5,NA,47.5,107.5,115,-122.5,NA,115,237.5,5,314.34,322.47,287.76,66.72,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Gabriel Kassayie,M,SBD,Raw,21.5,20-23,19-23,Open,101.48,105,195,205,215,NA,215,115,125,-135,NA,125,217.5,230,237.5,NA,237.5,577.5,17,353.23,349.44,333.69,72.45,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Alexander Larionov,M,SBD,Raw,21.5,20-23,19-23,Open,88.5,93,175,180,190,NA,190,135,142.5,150,NA,150,215,232.5,242.5,NA,242.5,582.5,23,379.88,375.11,359.77,78.09,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Callum Weir,M,SBD,Raw,19,18-19,19-23,Open,97.81,105,-245,-245,245,NA,245,105,112.5,-117.5,NA,112.5,247.5,257.5,262.5,NA,262.5,620,12,385.36,380.77,363.85,79.16,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Gary He,M,SBD,Raw,24.5,24-34,24-39,Open,87.76,93,200,-210,-210,NA,200,150,-155,-155,NA,150,230,250,265,NA,265,615,18,402.83,397.81,381.69,82.79,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Charlie Clements,M,SBD,Raw,20.5,20-23,19-23,Open,91.28,93,235,242.5,250,NA,250,120,125,-127.5,NA,125,265,272.5,-280,NA,272.5,647.5,10,415.74,410.45,393.13,85.48,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Adam Madelin,M,SBD,Raw,20.5,20-23,19-23,Open,81.6,83,190,200,-207.5,NA,200,135,-140,140,NA,140,230,-240,-240,NA,230,570,11,388.54,384.39,370.04,79.59,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Dean Patient,M,SBD,Raw,23.5,24-34,24-39,Open,86.38,93,-202.5,202.5,212.5,NA,212.5,137.5,145,-147.5,NA,145,225,237.5,242.5,NA,242.5,600,21,396.3,391.46,375.87,81.41,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Mahin Zafar,M,SBD,Raw,20,20-23,19-23,Open,86.61,93,210,220,225,NA,225,125,132.5,-137.5,NA,132.5,235,247.5,257.5,NA,257.5,615,17,405.63,400.66,384.66,83.33,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Jack Tosh,M,SBD,Raw,19,18-19,19-23,Open,109.82,120,215,227.5,235,NA,235,135,142.5,150,NA,150,220,235,245,NA,245,630,6,373.36,370.94,354.51,76.19,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Elise White,F,SBD,Raw,22,20-23,19-23,Open,79.45,84,120,130,135,NA,135,55,57.5,60,NA,60,147.5,160,167.5,NA,167.5,362.5,9,342.74,332.98,292.13,70.05,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Caitlin Berry #2,F,SBD,Raw,20.5,20-23,19-23,Open,64.61,72,112.5,120,125,NA,125,60,65,67.5,NA,67.5,125,132.5,140,NA,140,332.5,18,352.21,350.39,309.3,71.6,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Rianna Graham,F,SBD,Raw,24,24-34,24-39,Open,62.72,63,130,137.5,140,NA,140,77.5,82.5,-85,NA,82.5,140,-150,150,NA,150,372.5,4,401.72,401.4,354.46,81.73,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Amy Viner,F,SBD,Raw,20,20-23,19-23,Open,56.56,57,130,135,137.5,NA,137.5,65,-70,-70,NA,65,170,180,182.5,NA,182.5,385,2,443.34,449.47,397.5,90.84,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Anisha Chopra,F,SBD,Raw,21.5,20-23,19-23,Open,56.15,57,-87.5,87.5,95,NA,95,45,50,-52.5,NA,50,105,115,-120,NA,115,260,24,300.84,305.28,270.01,61.69,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Isabelle Jaya-Wickrema,F,SBD,Raw,20.5,20-23,19-23,Open,54.53,57,97.5,102.5,107.5,NA,107.5,62.5,-67.5,-67.5,NA,62.5,107.5,115,120,NA,120,290,15,342.17,348.4,308.36,70.4,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Francesca Best,F,SBD,Raw,21.5,20-23,19-23,Open,56.19,57,97.5,105,-110,NA,105,57.5,-62.5,-62.5,NA,57.5,115,127.5,-135,NA,127.5,290,16,335.39,340.31,301,68.77,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Isabelle Lam,F,SBD,Raw,21.5,20-23,19-23,Open,56.17,57,127.5,135,-137.5,NA,135,62.5,-67.5,-67.5,NA,62.5,140,-150,-150,NA,140,337.5,9,390.42,396.16,350.4,80.05,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Eleanor Bouttell,F,SBD,Raw,22.5,20-23,19-23,Open,62.95,63,130,137.5,-142.5,NA,137.5,-62.5,62.5,-70,NA,62.5,135,142.5,150,NA,150,350,6,376.61,376.11,332.12,76.61,Yes,Scotland,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Tal Rosenbaum,F,SBD,Raw,21.5,20-23,19-23,Open,48.58,52,85,90,-95,NA,90,57.5,60,-62.5,NA,60,110,122.5,-127.5,NA,122.5,272.5,6,348.59,357.71,318.15,73.16,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Noor Mubarak,F,SBD,Raw,21.5,20-23,19-23,Open,51.4,52,70,72.5,75,NA,75,30,32.5,35,NA,35,80,87.5,92.5,NA,92.5,202.5,11,248.83,254.71,225.88,51.65,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Jack Tulloch,M,SBD,Raw,22,20-23,19-23,Open,93.14,105,200,210,212.5,NA,212.5,135,140,142.5,NA,142.5,225,237.5,-242.5,NA,237.5,592.5,16,376.71,371.94,355.96,77.45,Yes,UK,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Jack Lungu,M,SBD,Raw,19.5,20-23,19-23,Open,93.36,105,227.5,240,245,NA,245,135,-140,-140,NA,135,252.5,265,-280,NA,265,645,9,409.62,404.44,387.04,84.22,Yes,UK,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Ibrahim Dridi,M,SBD,Raw,19.5,20-23,19-23,Open,81.5,83,187.5,200,-205,NA,200,110,117.5,122.5,NA,122.5,232.5,245,NA,NA,245,567.5,12,387.11,382.99,368.71,79.29,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Daniel Clarke #1,M,SBD,Raw,22.5,20-23,19-23,Open,92.07,93,225,237.5,245,NA,245,145,152.5,155,NA,155,255,270,-275,NA,270,670,7,428.37,422.92,404.94,88.08,Yes,NA,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Henry Trunley,M,SBD,Raw,22.5,20-23,19-23,Open,90.36,93,192.5,205,215,NA,215,145,152.5,160,NA,160,230,245,260,NA,260,635,12,409.77,404.56,387.67,84.25,Yes,UK,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Angus Coyne-Grell,M,SBD,Raw,21.5,20-23,19-23,Open,73.81,74,175,190,200,NA,200,117.5,125,130,NA,130,220,237.5,-250,NA,237.5,567.5,8,411.36,408.96,395.42,83.43,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
Raghul Parthipan,M,SBD,Raw,21.5,20-23,19-23,Open,73.86,74,195,205,215,NA,215,135,142.5,-147.5,NA,142.5,205,222.5,-235,NA,222.5,580,6,420.24,417.76,403.92,85.23,Yes,England,NA,IPF,IPF,2019-07-22,Estonia,NA,Tartu,University Powerlifting Cup,Yes,2019
